GasSR,Humidity,Pressure,Temperature,PM1,PM10,PM2_5,IAQ,AQI
243.63,48.71,1001.47,25.96,37,63,50,50,GOOD
242.12,49.27,1001.43,25.97,34,57,47,45,GOOD
237.93,49.4,1001.43,26.05,33,59,47,55,SATISFACTORY
231.97,51.43,1001.43,26.06,34,60,48,50,GOOD
231.22,52.02,1001.39,26.05,36,60,50,45,GOOD
232.43,51.78,1001.39,26.06,32,59,47,45,GOOD
233.39,51.38,1001.37,26.08,35,59,48,50,GOOD
229.26,52.51,1001.35,26.1,35,61,48,45,GOOD
229,52.33,1001.35,26.13,36,62,50,50,GOOD
228.58,52.59,1001.33,26.16,37,63,50,45,GOOD
230.7,51.78,1001.31,26.18,39,62,50,45,GOOD
235.49,50.68,1001.31,26.22,42,70,55,50,GOOD
234.56,51.36,1001.31,26.25,43,66,53,45,GOOD
239.47,50.37,1001.29,26.36,45,72,59,45,GOOD
241.42,50.22,1001.29,26.36,44,72,59,45,GOOD
253.89,48.51,1001.27,26.46,48,72,62,40,GOOD
258.79,48.32,1001.27,26.54,51,73,66,45,GOOD
265.75,47.43,1001.27,26.58,52,76,67,50,GOOD
279.78,44.85,1001.21,26.7,61,85,82,65,SATISFACTORY
272.78,45.37,1001.25,26.84,72,95,94,60,SATISFACTORY
268.67,45.2,1001.23,26.91,71,96,93,60,SATISFACTORY
259.6,46.04,1001.2,27.06,82,113,107,55,SATISFACTORY
252.37,46.62,1001.21,27.14,90,118,115,55,SATISFACTORY
244.24,48.02,1001.2,27.32,104,142,132,55,SATISFACTORY
242.32,47.54,1001.18,27.41,113,152,149,55,SATISFACTORY
240.39,48.49,1001.16,27.51,139,184,179,55,SATISFACTORY
240.84,48.36,1001.14,27.61,154,215,205,55,SATISFACTORY
245.77,47.48,1001.16,27.74,107,146,139,60,SATISFACTORY
242.55,48.62,1001.16,27.89,103,141,136,50,GOOD
245.07,47.64,1001.18,28.04,59,81,75,60,SATISFACTORY
241.59,48.02,1001.2,28.18,51,75,65,65,SATISFACTORY
235.99,48.61,1001.2,28.39,41,66,55,65,SATISFACTORY
230.32,49.48,1001.21,28.5,41,66,53,65,SATISFACTORY
223.42,49.68,1001.2,28.71,39,64,52,75,SATISFACTORY
213.61,50.82,1001.2,28.81,48,70,61,85,SATISFACTORY
209.04,52.22,1001.16,29.04,42,67,52,80,SATISFACTORY
202.34,52.74,1001.16,29.22,40,64,52,80,SATISFACTORY
189.43,54.91,1001.12,29.38,46,70,57,95,SATISFACTORY
181.03,56.56,1001.18,29.48,48,72,62,100,SATISFACTORY
175.52,58.04,1001.16,29.63,57,75,69,105,MODERATE
170.32,58.71,1001.14,29.71,54,75,66,110,MODERATE
168.26,59.32,1001.08,29.77,49,73,61,115,MODERATE
168.87,58.89,1001.04,29.83,55,77,69,115,MODERATE
164.62,60.08,1001.06,29.85,66,94,85,125,MODERATE
165.1,60.54,1001.06,29.84,41,68,52,125,MODERATE
165.36,60.8,1001.02,29.82,33,57,46,125,MODERATE
165.31,60.77,1001,29.81,24,48,36,125,MODERATE
163.93,60.93,1001,29.77,24,39,35,125,MODERATE
161.35,60.63,1001.02,29.75,26,38,33,130,MODERATE
158.16,60.28,1001.02,29.71,27,45,36,130,MODERATE
156.74,60.81,1001.02,29.69,28,50,40,135,MODERATE
159.73,60.77,1001,29.64,23,45,35,130,MODERATE
161.71,60.96,1001,29.6,27,43,35,130,MODERATE
159.87,60.93,1000.98,29.54,26,34,32,130,MODERATE
161.3,61.09,1000.94,29.49,27,47,37,135,MODERATE
161.79,61.11,1000.92,29.41,26,43,37,135,MODERATE
162.88,61.24,1000.9,29.35,24,44,37,130,MODERATE
166,60.86,1000.92,29.29,27,48,40,115,MODERATE
168.81,61.17,1000.86,29.22,24,45,35,120,MODERATE
169.82,60.98,1000.82,29.14,22,38,33,115,MODERATE
170.16,61.24,1000.84,29.09,25,51,38,115,MODERATE
171.52,61.18,1000.78,29.04,27,52,42,115,MODERATE
174.19,61.11,1000.78,28.99,26,54,39,110,MODERATE
171.41,61.23,1000.74,28.93,26,45,37,115,MODERATE
170.62,61.47,1000.74,28.88,26,41,35,115,MODERATE
172.9,61.29,1000.7,28.8,24,45,35,115,MODERATE
171.08,61.38,1000.68,28.73,25,44,35,115,MODERATE
172.5,61.67,1000.66,28.65,24,46,36,115,MODERATE
173.35,61.72,1000.66,28.56,26,48,38,115,MODERATE
173.05,61.45,1000.63,28.46,24,45,35,115,MODERATE
175.06,61.55,1000.65,28.37,23,39,33,110,MODERATE
173.12,61.73,1000.61,28.26,22,34,30,115,MODERATE
176.74,61.82,1000.59,28.17,21,36,31,110,MODERATE
176.66,61.95,1000.55,28.05,23,32,31,110,MODERATE
177.75,61.99,1000.47,27.96,23,31,30,105,MODERATE
179.46,61.8,1000.45,27.84,22,39,32,100,SATISFACTORY
180.72,62.03,1000.47,27.75,21,35,31,105,MODERATE
185.22,61.75,1000.45,27.61,21,38,33,95,SATISFACTORY
186.51,61.49,1000.47,27.51,22,43,34,90,SATISFACTORY
189.25,61.15,1000.45,27.37,23,41,35,90,SATISFACTORY
192.49,60.8,1000.39,27.27,23,39,33,80,SATISFACTORY
197.63,60.25,1000.41,27.13,22,41,32,75,SATISFACTORY
203.5,59.78,1000.39,27.01,22,34,31,60,SATISFACTORY
210.17,59.5,1000.39,26.87,24,44,34,50,GOOD
211.22,59.47,1000.43,26.75,22,36,33,50,GOOD
218.29,59.34,1000.39,26.6,20,30,27,40,GOOD
223.12,59.09,1000.39,26.45,23,38,32,35,GOOD
231.11,58.24,1000.39,26.29,20,29,29,25,GOOD
240.33,56.69,1000.41,26.15,20,39,32,15,GOOD
247.4,55.02,1000.39,25.98,21,39,32,5,GOOD
253.57,54.32,1000.37,25.88,20,36,31,5,GOOD
262.87,52.18,1000.37,25.75,22,40,34,20,GOOD
265.56,51.26,1000.31,25.71,20,32,30,25,GOOD
258.18,52.6,1000.35,25.71,20,33,31,15,GOOD
256.8,52.63,1000.23,25.77,21,35,31,15,GOOD
258.29,51.88,1000.21,25.81,22,39,32,20,GOOD
255.64,52.29,1000.21,25.82,21,39,32,20,GOOD
252.4,53.38,1000.19,25.81,23,45,35,10,GOOD
256.31,52.64,1000.19,25.83,23,44,33,15,GOOD
251.33,53.33,1000.09,25.87,23,38,32,15,GOOD
249.58,53.14,1000.09,25.87,24,45,35,20,GOOD
247.65,53.64,1000.07,25.9,23,44,34,15,GOOD
246.89,54.15,1000.07,25.83,22,42,33,15,GOOD
245.12,54.43,1000.11,25.89,21,38,31,15,GOOD
246.07,54.48,1000.09,25.87,23,38,32,10,GOOD
245.99,53.57,1000.11,25.89,20,31,29,20,GOOD
247.78,53.35,1000.11,25.87,23,47,34,15,GOOD
250.02,52.74,1000.11,25.84,24,44,35,15,GOOD
249.64,52.29,1000.09,25.88,22,38,33,25,GOOD
245.29,53.34,1000.19,25.87,25,46,38,20,GOOD
246.45,53.27,1000.05,25.83,27,49,39,20,GOOD
250.83,51.74,1000.01,25.84,27,48,38,20,GOOD
250.45,52.33,999.99,25.87,27,48,40,20,GOOD
253.35,51.03,999.99,25.9,28,53,42,25,GOOD
254.12,50.88,999.97,25.91,27,54,42,25,GOOD
251.58,51.09,999.97,25.96,28,59,44,25,GOOD
247.59,51.45,999.91,25.98,29,55,42,30,GOOD
247.57,51.46,999.91,26.02,32,71,51,30,GOOD
242.68,52.29,999.91,26.01,24,45,36,30,GOOD
236.64,53.6,999.91,26.01,25,46,37,30,GOOD
238.01,53.75,999.93,25.98,24,43,35,25,GOOD
236.17,53.83,999.91,25.96,24,39,33,30,GOOD
237.32,53.28,999.93,25.96,25,50,39,35,GOOD
236.9,53.28,999.91,25.95,25,43,34,35,GOOD
236.59,53.77,999.91,25.89,22,36,30,30,GOOD
240.07,53,999.91,25.89,28,47,39,30,GOOD
238.79,53.01,999.91,25.88,31,55,44,30,GOOD
239.01,53.34,999.89,25.85,30,56,44,25,GOOD
240.43,53.22,999.89,25.83,26,47,38,30,GOOD
243.14,52.17,999.89,25.81,26,45,36,30,GOOD
241.7,52.65,999.89,25.82,27,53,40,30,GOOD
240.81,52.59,999.88,25.81,27,49,40,30,GOOD
240.92,52.81,999.91,25.79,25,41,36,30,GOOD
239.19,52.42,999.89,25.82,23,40,35,35,GOOD
240.27,52.8,999.91,25.79,26,47,38,30,GOOD
241.16,52.02,999.91,25.78,28,50,41,35,GOOD
240.03,51.54,999.89,25.82,27,56,42,40,GOOD
241.32,50.91,999.89,25.82,19,30,26,40,GOOD
242.05,50.96,999.91,25.81,20,29,28,35,GOOD
239.15,51.19,999.93,25.78,20,30,28,40,GOOD
241.99,50.03,999.89,25.82,21,33,30,45,GOOD
240.83,49.13,999.89,25.83,22,33,30,55,SATISFACTORY
234.34,50.84,999.89,25.85,23,42,32,45,GOOD
234.71,49.86,999.88,25.87,22,43,35,55,SATISFACTORY
231.67,50.16,999.86,25.88,24,40,32,55,SATISFACTORY
231.46,49.28,999.88,25.9,23,42,35,60,SATISFACTORY
230.3,49.21,999.88,25.92,24,41,34,60,SATISFACTORY
230.36,48.2,999.84,26.01,25,42,36,70,SATISFACTORY
222.63,49.47,999.86,26.04,27,45,37,70,SATISFACTORY
217.48,49.64,999.82,26.1,27,46,38,80,SATISFACTORY
212.25,50.52,999.84,26.11,27,44,36,80,SATISFACTORY
209.24,50.47,999.86,26.1,28,50,41,85,SATISFACTORY
209.25,49.62,999.84,26.11,29,52,43,90,SATISFACTORY
206.1,49.02,999.88,26.13,28,46,39,95,SATISFACTORY
202.45,48.86,999.89,26.17,27,44,36,100,SATISFACTORY
195.19,49.16,999.86,26.2,28,49,41,110,MODERATE
189.76,49.72,999.88,26.24,30,52,43,115,MODERATE
201.21,49.4,999.86,26.24,34,60,48,100,SATISFACTORY
204.22,49.13,999.86,26.26,41,66,54,100,SATISFACTORY
206.29,47.62,999.82,26.29,48,72,62,100,SATISFACTORY
206.73,48.26,999.84,26.39,38,66,52,100,SATISFACTORY
207.22,48.17,999.84,26.41,33,56,45,100,SATISFACTORY
203.94,49.02,999.86,26.44,32,53,45,100,SATISFACTORY
200.83,50.81,999.8,26.5,31,53,44,95,SATISFACTORY
200.64,50.32,999.82,26.47,30,49,42,95,SATISFACTORY
198.87,51.15,999.82,26.49,33,57,46,90,SATISFACTORY
198.15,50.88,999.82,26.5,32,56,45,90,SATISFACTORY
196.48,50.59,999.82,26.49,34,61,48,100,SATISFACTORY
194.35,50.34,999.86,26.51,40,67,53,100,SATISFACTORY
192.27,50.3,999.84,26.51,41,67,55,105,MODERATE
189.87,50.48,999.84,26.51,44,71,62,110,MODERATE
187.29,50.96,999.84,26.52,48,75,64,105,MODERATE
186.4,50.68,999.8,26.5,53,79,73,110,MODERATE
186.75,49.72,999.82,26.52,59,83,79,115,MODERATE
185.81,49.86,999.8,26.53,67,94,91,120,MODERATE
185.64,49.71,999.8,26.54,72,109,98,120,MODERATE
184.3,50.06,999.8,26.53,78,112,107,115,MODERATE
185.23,48.96,999.84,26.57,86,125,119,125,MODERATE
182.9,49.17,999.84,26.59,92,132,125,120,MODERATE
180.96,49.68,999.86,26.58,89,135,127,125,MODERATE
180.35,49.83,999.86,26.54,97,138,133,125,MODERATE
181.22,49.29,999.88,26.57,92,137,130,125,MODERATE
181.7,49.16,999.88,26.59,82,116,111,130,MODERATE
184.81,48.09,999.86,26.59,42,71,59,130,MODERATE
186.7,47.97,999.88,26.64,34,62,49,125,MODERATE
181.07,49.98,999.88,26.68,34,58,48,125,MODERATE
181.35,49.54,999.84,26.67,33,62,48,125,MODERATE
179.21,50.03,999.84,26.68,34,62,49,120,MODERATE
177.73,50.84,999.84,26.66,37,67,52,120,MODERATE
182.46,50.59,999.82,26.65,31,58,46,115,MODERATE
183.46,50.44,999.84,26.63,30,52,42,115,MODERATE
184.41,50.6,999.86,26.63,28,49,40,115,MODERATE
185.79,50.21,999.86,26.61,27,47,40,115,MODERATE
186.15,50.46,999.89,26.59,28,52,42,110,MODERATE
188.33,49.89,999.93,26.54,30,49,42,115,MODERATE
190.08,47.72,999.95,26.52,32,58,47,120,MODERATE
191.79,46.26,999.97,26.52,30,53,42,130,MODERATE
195.96,46.94,1000.05,26.56,30,50,42,120,MODERATE
193.23,46.75,1000.07,26.58,34,61,49,125,MODERATE
192.42,47.17,1000.07,26.6,31,55,45,125,MODERATE
189.81,47.07,1000.05,26.63,34,61,49,130,MODERATE
184.88,46.74,1000.05,26.65,40,66,53,135,MODERATE
183.32,46.67,1000.07,26.66,41,69,57,135,MODERATE
182.43,46.65,1000.07,26.68,53,76,71,140,MODERATE
178.34,46.65,1000.09,26.72,55,83,75,145,MODERATE
171.23,50.08,1000.19,26.74,50,80,70,130,MODERATE
174.08,50.66,1000.01,26.7,44,73,61,125,MODERATE
174.49,50.76,1000.03,26.66,53,80,73,125,MODERATE
175.95,50.56,1000.03,26.64,56,85,76,125,MODERATE
177.97,50.86,1000.05,26.61,63,91,87,120,MODERATE
180.45,51.95,1000.03,26.57,53,79,73,110,MODERATE
186.73,51.94,1000.09,26.54,55,79,76,100,SATISFACTORY
190.88,51.85,1000.07,26.51,52,81,72,95,SATISFACTORY
196.28,50.8,1000.07,26.47,52,83,69,100,SATISFACTORY
199.27,50.77,1000.09,26.45,47,80,65,95,SATISFACTORY
201.26,50.51,1000.11,26.41,49,78,67,95,SATISFACTORY
203.56,47.88,1000.09,26.43,34,58,48,105,MODERATE
203.01,46.59,1000.11,26.43,32,56,45,115,MODERATE
199.15,46.71,1000.19,26.49,38,67,53,115,MODERATE
197.33,46.35,1000.27,26.51,36,60,50,125,MODERATE
194.53,47.34,1000.25,26.52,44,66,54,120,MODERATE
193.37,49.85,1000.21,26.51,35,61,49,110,MODERATE
190.8,50,1000.29,26.51,38,62,50,110,MODERATE
191.24,50.7,1000.27,26.46,39,64,52,105,MODERATE
191.59,49.66,1000.29,26.46,38,62,50,110,MODERATE
192.18,49.15,1000.27,26.46,41,66,53,115,MODERATE
190.17,48.83,1000.29,26.49,43,66,53,115,MODERATE
186.79,49.62,1000.33,26.44,47,70,59,115,MODERATE
187.33,49.34,1000.33,26.45,45,69,58,115,MODERATE
187.75,49.55,1000.39,26.4,53,75,65,115,MODERATE
195.94,48.5,1000.39,26.36,47,75,62,110,MODERATE
206.42,47.23,1000.41,26.36,41,67,53,105,MODERATE
210.98,46.12,1000.39,26.36,42,66,55,105,MODERATE
209.42,46.29,1000.39,26.37,40,68,52,110,MODERATE
207.38,47.06,1000.39,26.36,43,68,55,105,MODERATE
206.53,47.28,1000.37,26.4,44,68,58,105,MODERATE
203.27,48.2,1000.37,26.43,49,74,65,105,MODERATE
204.65,48.01,1000.37,26.45,53,77,70,105,MODERATE
200.54,48.06,1000.37,26.49,53,79,72,110,MODERATE
197.53,48.47,1000.41,26.5,57,80,73,110,MODERATE
195.7,48.71,1000.47,26.51,54,76,70,110,MODERATE
193.92,48.97,1000.51,26.52,54,78,70,115,MODERATE
189.95,49.83,1000.51,26.54,56,75,69,115,MODERATE
187.85,49.57,1000.55,26.53,56,79,72,115,MODERATE
185.86,50.15,1000.55,26.52,61,78,75,115,MODERATE
184.37,49.58,1000.57,26.53,63,81,80,120,MODERATE
181.37,50.08,1000.53,26.54,67,86,86,120,MODERATE
178.89,49.93,1000.53,26.57,67,87,83,125,MODERATE
178.76,50.72,1000.47,26.5,64,81,78,120,MODERATE
176.97,51.27,1000.51,26.53,58,82,77,120,MODERATE
176.8,51.38,1000.51,26.53,59,79,76,120,MODERATE
178.01,50.74,1000.53,26.51,60,80,78,120,MODERATE
177.78,49.72,1000.45,26.53,62,83,81,130,MODERATE
172.35,51.87,1000.45,26.47,71,91,89,120,MODERATE
173.28,51.47,1000.47,26.49,79,102,101,125,MODERATE
171.93,51.19,1000.51,26.45,109,143,137,125,MODERATE
172.93,51.43,1000.51,26.4,112,151,149,125,MODERATE
178.62,49.97,1000.51,26.4,112,161,154,125,MODERATE
175.53,50.75,1000.53,26.43,93,135,127,125,MODERATE
180.47,50.83,1000.55,26.39,77,105,103,120,MODERATE
180.16,50.57,1000.55,26.4,73,97,93,120,MODERATE
182.55,50.6,1000.59,26.39,61,85,82,115,MODERATE
186.59,50.05,1000.57,26.37,50,75,68,110,MODERATE
189.25,49.3,1000.59,26.33,47,75,65,115,MODERATE
190.54,49.28,1000.59,26.31,53,79,73,110,MODERATE
195.89,48.83,1000.59,26.27,53,79,75,110,MODERATE
197.35,49.12,1000.65,26.26,53,77,70,110,MODERATE
208.02,47.67,1000.61,26.22,47,74,65,100,SATISFACTORY
212.32,46.62,1000.63,26.18,40,68,56,105,MODERATE
226.78,44.95,1000.66,26.17,40,64,52,95,SATISFACTORY
226.93,44.79,1000.74,26.16,43,70,56,95,SATISFACTORY
233.09,45.07,1000.76,26.2,37,61,50,85,SATISFACTORY
234.28,45.25,1000.74,26.23,33,56,45,80,SATISFACTORY
232.79,45.37,1000.78,26.22,33,57,45,85,SATISFACTORY
229.91,45.49,1000.8,26.22,32,58,46,90,SATISFACTORY
230.19,45.67,1000.8,26.23,31,52,44,85,SATISFACTORY
228.19,45.99,1000.78,26.27,32,52,44,85,SATISFACTORY
226.33,46.24,1000.8,26.27,32,55,45,85,SATISFACTORY
223.26,46.93,1000.78,26.29,31,56,43,85,SATISFACTORY
224.66,46.31,1000.76,26.26,38,65,52,90,SATISFACTORY
232.51,45.47,1000.7,26.29,30,49,42,85,SATISFACTORY
232.1,45.4,1000.8,26.31,30,49,41,85,SATISFACTORY
227.12,46.27,1000.82,26.32,27,44,37,85,SATISFACTORY
222.5,46.46,1000.8,26.32,30,51,42,90,SATISFACTORY
217.73,46.64,1000.82,26.33,30,52,44,100,SATISFACTORY
210.78,46.99,1000.82,26.33,33,55,46,100,SATISFACTORY
200.1,47.89,1000.84,26.33,35,58,48,110,MODERATE
193.21,51.48,1000.84,26.29,33,53,44,100,SATISFACTORY
202.23,50.99,1000.78,26.27,30,49,41,85,SATISFACTORY
203.69,48.75,1000.82,26.29,30,47,41,100,SATISFACTORY
199.52,47.67,1000.84,26.29,34,61,47,110,MODERATE
197.14,49.2,1000.92,26.34,32,54,45,105,MODERATE
203.12,50.95,1000.92,26.3,29,48,41,85,SATISFACTORY
206.51,50.18,1000.94,26.3,31,49,41,85,SATISFACTORY
208.9,50.24,1000.86,26.29,28,47,38,85,SATISFACTORY
215.36,49.8,1000.86,26.26,28,41,36,80,SATISFACTORY
217.12,49.07,1000.9,26.26,26,45,35,85,SATISFACTORY
216.78,49.95,1000.9,26.25,28,45,36,80,SATISFACTORY
221.26,49.69,1000.86,26.26,26,45,38,75,SATISFACTORY
229.24,48.79,1000.9,26.23,28,49,41,70,SATISFACTORY
239.6,46.52,1000.88,26.23,30,58,46,70,SATISFACTORY
244.48,45.9,1000.9,26.29,31,56,45,65,SATISFACTORY
243.53,45.84,1000.98,26.26,31,60,45,65,SATISFACTORY
242.88,46.36,1001,26.26,33,62,50,65,SATISFACTORY
242.5,46.63,1001.06,26.25,38,68,55,65,SATISFACTORY
238.12,46.85,1001.1,26.25,33,56,46,65,SATISFACTORY
232.08,47.44,1001.1,26.25,35,62,50,75,SATISFACTORY
225.12,50.63,1001.12,26.24,32,56,46,65,SATISFACTORY
223.7,49.99,1001.08,26.22,35,66,51,70,SATISFACTORY
221.56,51.32,1001.12,26.2,38,67,53,65,SATISFACTORY
224.28,50.29,1001.16,26.17,46,72,61,65,SATISFACTORY
222.18,49.86,1001.2,26.11,55,80,77,70,SATISFACTORY
221.04,50.94,1001.18,26.12,42,70,60,65,SATISFACTORY
223.32,50.51,1001.18,26.12,43,67,54,65,SATISFACTORY
226.75,49.41,1001.14,26.1,42,69,56,65,SATISFACTORY
225.86,51.5,1001.2,26.05,38,65,52,60,SATISFACTORY
230.54,50.94,1001.2,26.01,43,67,55,50,GOOD
236.41,50.14,1001.25,25.92,45,72,58,50,GOOD
245.47,48.44,1001.2,25.9,46,74,61,50,GOOD
260.13,46.14,1001.2,25.91,49,74,63,55,SATISFACTORY
264.65,46.11,1001.31,25.92,32,53,44,55,SATISFACTORY
258.74,45.85,1001.31,25.94,32,53,44,55,SATISFACTORY
256.2,45.97,1001.31,25.92,32,52,44,55,SATISFACTORY
249.73,46.02,1001.33,25.92,30,53,44,60,SATISFACTORY
240.93,46.16,1001.37,25.92,28,47,38,70,SATISFACTORY
235.01,45.78,1001.33,25.91,26,37,33,80,SATISFACTORY
260.17,45.71,1001.35,25.91,27,45,34,60,SATISFACTORY
257.76,46.06,1001.33,25.91,27,40,35,55,SATISFACTORY
260.43,45.73,1001.37,25.91,24,36,32,60,SATISFACTORY
258.02,46.68,1001.39,25.9,23,38,32,50,GOOD
256.64,48.08,1001.37,25.87,26,37,34,45,GOOD
266.74,46.1,1001.37,25.87,27,38,35,55,SATISFACTORY
263.73,45.91,1001.41,25.87,26,40,33,55,SATISFACTORY
260.62,48.77,1001.43,25.81,26,38,33,40,GOOD
267.98,47.51,1001.39,25.83,27,41,35,45,GOOD
268.24,47.27,1001.37,25.87,26,46,38,50,GOOD
267.52,47.46,1001.39,25.88,26,43,37,50,GOOD
265.3,47.81,1001.41,25.9,26,42,36,45,GOOD
263.59,47.83,1001.45,25.98,25,43,35,45,GOOD
260.66,47.9,1001.47,26.03,26,42,36,45,GOOD
260.39,48.05,1001.47,26.08,25,42,35,45,GOOD
256.06,48.68,1001.51,26.16,24,37,34,40,GOOD
253.43,49.46,1001.55,26.16,26,44,35,35,GOOD
253.42,49.39,1001.57,26.18,24,39,32,35,GOOD
245.84,50.91,1001.57,26.18,24,39,35,35,GOOD
248.39,50.37,1001.57,26.16,25,41,35,35,GOOD
249.75,50.67,1001.59,26.19,27,39,35,35,GOOD
254.74,49.88,1001.61,26.24,28,44,37,35,GOOD
257.35,50.26,1001.65,26.23,26,40,35,30,GOOD
261.02,50.23,1001.68,26.24,23,34,32,30,GOOD
269.6,48.84,1001.7,26.23,26,41,35,40,GOOD
276.36,47.94,1001.74,26.25,21,31,28,45,GOOD
278.49,47.02,1001.72,26.25,23,34,32,50,GOOD
273.99,46.03,1001.78,26.31,24,44,36,55,SATISFACTORY
268.42,45.8,1001.8,26.34,21,32,29,60,SATISFACTORY
258.73,46.22,1001.88,26.38,23,38,32,55,SATISFACTORY
253.84,48.38,1001.88,26.38,22,37,31,40,GOOD
250.56,49.54,1001.82,26.37,23,39,35,35,GOOD
247.94,49.62,1001.84,26.37,22,33,30,40,GOOD
245.29,50.01,1001.84,26.39,24,38,33,40,GOOD
243.41,50.91,1001.88,26.37,24,35,32,35,GOOD
244.29,49.99,1001.88,26.43,24,35,32,45,GOOD
242.35,49.46,1001.88,26.46,26,43,35,45,GOOD
239.53,49.94,1001.88,26.49,26,41,36,50,GOOD
237.75,49.74,1001.94,26.47,26,45,35,55,SATISFACTORY
235.25,50.31,1001.96,26.5,28,44,38,50,GOOD
233.42,50.39,1001.96,26.51,28,50,42,55,SATISFACTORY
232.72,49.62,1001.96,26.51,31,52,43,60,SATISFACTORY
229.39,50.71,1002,26.52,30,50,42,60,SATISFACTORY
229.56,49.9,1002,26.53,32,55,45,65,SATISFACTORY
228.78,49.8,1002.02,26.49,34,59,47,65,SATISFACTORY
228.62,49.25,1002.02,26.57,34,57,47,65,SATISFACTORY
228.16,49.41,1002.02,26.57,42,66,53,65,SATISFACTORY
226.99,48.84,1002.04,26.66,50,70,59,70,SATISFACTORY
226.53,48.74,1002.02,26.67,53,78,72,70,SATISFACTORY
227.85,48.45,1002.06,26.7,55,77,72,70,SATISFACTORY
229.51,48.96,1002.06,26.7,50,74,63,70,SATISFACTORY
229.28,48.62,1002.12,26.72,53,76,69,70,SATISFACTORY
227.5,48.87,1002.12,26.74,55,80,70,70,SATISFACTORY
230.98,49.08,1002.14,26.75,59,78,73,65,SATISFACTORY
229.68,50.04,1002.12,26.74,64,88,83,60,SATISFACTORY
231.39,48.61,1002.08,26.78,29,53,43,65,SATISFACTORY
229.68,49.17,1002.1,26.79,29,53,43,65,SATISFACTORY
231.1,49.45,1002.12,26.8,31,53,45,60,SATISFACTORY
231.73,49.27,1002.14,26.8,31,51,43,60,SATISFACTORY
233.2,49.34,1002.17,26.79,32,60,46,60,SATISFACTORY
235.48,48.59,1002.19,26.81,33,58,47,60,SATISFACTORY
239.86,46.95,1002.15,26.84,35,61,48,65,SATISFACTORY
241.05,45.73,1002.21,26.89,32,56,45,75,SATISFACTORY
227.25,45.26,1002.19,26.99,33,57,46,90,SATISFACTORY
219.95,44.8,1002.29,27.04,32,57,45,105,MODERATE
219.41,44.75,1002.27,27.09,28,45,38,105,MODERATE
203.36,44.89,1002.31,27.15,27,49,41,125,MODERATE
198.04,45.14,1002.35,27.2,29,47,40,125,MODERATE
202.09,45.09,1002.35,27.23,31,51,43,120,MODERATE
195.15,45.85,1002.41,27.29,32,53,45,125,MODERATE
196.92,46.24,1002.41,27.33,33,62,47,125,MODERATE
207.14,48.44,1002.33,27.37,31,54,44,95,SATISFACTORY
206.42,48.5,1002.35,27.41,32,53,44,95,SATISFACTORY
206.73,48.75,1002.43,27.48,32,55,44,95,SATISFACTORY
208.86,49.03,1002.41,27.48,33,62,49,95,SATISFACTORY
210.55,49.08,1002.41,27.5,35,62,49,90,SATISFACTORY
209.82,48.95,1002.41,27.55,36,63,51,95,SATISFACTORY
209.95,49.2,1002.43,27.55,45,73,60,90,SATISFACTORY
212.29,50.04,1002.43,27.55,37,63,50,80,SATISFACTORY
216.41,49.97,1002.45,27.56,39,65,53,80,SATISFACTORY
218.21,49.25,1002.45,27.59,41,69,56,75,SATISFACTORY
222.27,49.6,1002.47,27.6,43,69,55,70,SATISFACTORY
226.89,48.43,1002.49,27.63,48,72,64,70,SATISFACTORY
223.59,46.91,1002.53,27.7,56,78,75,85,SATISFACTORY
219.41,46.75,1002.55,27.75,64,85,81,90,SATISFACTORY
216.05,47,1002.61,27.78,64,84,81,95,SATISFACTORY
211.65,47.11,1002.62,27.83,84,112,109,100,SATISFACTORY
205.18,48.05,1002.77,27.88,90,126,115,105,MODERATE
204.81,49.98,1002.61,27.91,84,110,107,95,SATISFACTORY
204.57,49.87,1002.62,27.97,95,131,124,95,SATISFACTORY
202.49,49.23,1002.59,28.01,103,141,134,100,SATISFACTORY
201.62,49.67,1002.68,28.04,112,157,146,105,MODERATE
202.08,49.17,1002.64,28.11,132,191,177,105,MODERATE
202.05,49.61,1002.68,28.16,150,216,202,100,SATISFACTORY
203.58,48.86,1002.68,28.21,152,210,196,105,MODERATE
206.89,47.86,1002.68,28.3,139,196,181,105,MODERATE
207.46,48.09,1002.77,28.36,139,200,182,105,MODERATE
210.63,48.32,1002.79,28.49,144,198,187,100,SATISFACTORY
213.89,47.72,1002.79,28.6,148,195,188,100,SATISFACTORY
211.09,46.74,1002.83,28.75,145,194,182,105,MODERATE
208.5,49.49,1002.91,28.84,138,190,178,95,SATISFACTORY
214.05,49.24,1002.87,28.88,126,165,160,85,SATISFACTORY
215.65,48.32,1002.85,28.95,109,157,145,95,SATISFACTORY
217.4,48.92,1002.93,29.04,90,123,117,90,SATISFACTORY
220.1,48.43,1002.95,29.12,81,105,101,85,SATISFACTORY
224.06,47.4,1002.93,29.2,76,104,95,90,SATISFACTORY
221.64,47.5,1002.95,29.32,75,103,98,100,SATISFACTORY
213.1,48.68,1002.96,29.43,73,101,95,100,SATISFACTORY
206.08,51.13,1002.95,29.5,71,89,88,90,SATISFACTORY
204.77,51.17,1002.93,29.59,66,84,82,95,SATISFACTORY
200.68,52.17,1002.96,29.69,67,87,84,95,SATISFACTORY
198.79,54.32,1002.96,29.71,60,81,77,80,SATISFACTORY
202.81,53.66,1002.96,29.71,60,85,82,80,SATISFACTORY
208.72,52.23,1003,29.71,64,92,87,85,SATISFACTORY
